original_name,german_translation,meaning
Sphere Space Blue Archive,Sphärenraum Blaues Archiv,"Ein Name, der auf 'Blaues Archiv' im Sphärenraum hinweist."
Sphere Space Earth Peak,Sphärenraum Erdgipfel,"Ein Name, der auf 'Erdgipfel' im Sphärenraum hinweist."
Sphere Space Civic Boulevard,Sphärenraum Civic Boulevard,"Ein Name, der auf 'Civic Boulevard' im Sphärenraum hinweist."
Sphere Space Auroras Council,Sphärenraum Auroras Council,"Ein Name, der auf 'Auroras Council' im Sphärenraum hinweist."
Sphere Space Human City,Sphärenraum Menschliche Stadt,"Ein Name, der auf 'Menschliche Stadt' im Sphärenraum hinweist."
Sphere Space Civic Forums,Sphärenraum Bürgerforen,"Ein Name, der auf 'Bürgerforen' im Sphärenraum hinweist."
Sphere Space Ring Trust,Sphärenraum Ringvertrauen,"Ein Name, der auf 'Ringvertrauen' im Sphärenraum hinweist."
Sphere Space Perennial Odysseys,Sphärenraum Mehrjährige Odysseys,"Ein Name, der auf 'Mehrjährige Odysseys' im Sphärenraum hinweist."
Sphere Space Enduring Archives,Sphärenraum Dauerhafte Archive,"Ein Name, der auf 'Dauerhafte Archive' im Sphärenraum hinweist."
Sphere Space Hospitals Foundation,Sphärenraum Hospitals Foundation,"Ein Name, der auf 'Hospitals Foundation' im Sphärenraum hinweist."
Sphere Space Agoras Initiative,Sphärenraum Agoras -Initiative,"Ein Name, der auf 'Agoras -Initiative' im Sphärenraum hinweist."
Sphere Space Steady Theaters,Sphärenraum Stetige Theater,"Ein Name, der auf 'Stetige Theater' im Sphärenraum hinweist."
Sphere Space Secure Market,Sphärenraum Sicherer Markt,"Ein Name, der auf 'Sicherer Markt' im Sphärenraum hinweist."
Sphere Space Resilient Dome,Sphärenraum Widerstandsfähige Kuppel,"Ein Name, der auf 'Widerstandsfähige Kuppel' im Sphärenraum hinweist."
Sphere Space Humane Corridor,Sphärenraum Humaner Korridor,"Ein Name, der auf 'Humaner Korridor' im Sphärenraum hinweist."
Sphere Space Enduring Laboratories,Sphärenraum Dauerhafte Labors,"Ein Name, der auf 'Dauerhafte Labors' im Sphärenraum hinweist."
Sphere Space Bright Crests,Sphärenraum Helle Wappen,"Ein Name, der auf 'Helle Wappen' im Sphärenraum hinweist."
Sphere Space Free Corridors,Sphärenraum Freie Korridore,"Ein Name, der auf 'Freie Korridore' im Sphärenraum hinweist."
Sphere Space Open Highway,Sphärenraum Offene Autobahn,"Ein Name, der auf 'Offene Autobahn' im Sphärenraum hinweist."
Sphere Space Solar Protocol,Sphärenraum Solarprotokoll,"Ein Name, der auf 'Solarprotokoll' im Sphärenraum hinweist."
Sphere Space Stellar Park,Sphärenraum Sternpark,"Ein Name, der auf 'Sternpark' im Sphärenraum hinweist."
Sphere Space Blue Jetty,Sphärenraum Blauer Steg,"Ein Name, der auf 'Blauer Steg' im Sphärenraum hinweist."
Sphere Space Green Gateway,Sphärenraum Grüner Tor,"Ein Name, der auf 'Grüner Tor' im Sphärenraum hinweist."
Sphere Space Next Atrium,Sphärenraum Nächstes Atrium,"Ein Name, der auf 'Nächstes Atrium' im Sphärenraum hinweist."
Sphere Space Solar Lanes,Sphärenraum Solarspuren,"Ein Name, der auf 'Solarspuren' im Sphärenraum hinweist."
Sphere Space Stellar Refuge,Sphärenraum Herausragende Zuflucht,"Ein Name, der auf 'Herausragende Zuflucht' im Sphärenraum hinweist."
Sphere Space Humane Summit,Sphärenraum Humaner Gipfel,"Ein Name, der auf 'Humaner Gipfel' im Sphärenraum hinweist."
Sphere Space Living Jetties,Sphärenraum Lebende Stangen,"Ein Name, der auf 'Lebende Stangen' im Sphärenraum hinweist."
Sphere Space Secure Park,Sphärenraum Sicherung Park,"Ein Name, der auf 'Sicherung Park' im Sphärenraum hinweist."
Sphere Space New Haven,Sphärenraum New Haven,"Ein Name, der auf 'New Haven' im Sphärenraum hinweist."
Sphere Space Next Guild,Sphärenraum Nächste Gilde,"Ein Name, der auf 'Nächste Gilde' im Sphärenraum hinweist."
Sphere Space Common Playbooks,Sphärenraum Gemeinsame Playbooks,"Ein Name, der auf 'Gemeinsame Playbooks' im Sphärenraum hinweist."
Sphere Space Earth Havens,Sphärenraum Erde Häfen,"Ein Name, der auf 'Erde Häfen' im Sphärenraum hinweist."
Sphere Space Humane Gateway,Sphärenraum Humanes Tor,"Ein Name, der auf 'Humanes Tor' im Sphärenraum hinweist."
Sphere Space Balanced Legacy,Sphärenraum Ausgeglichenes Erbe,"Ein Name, der auf 'Ausgeglichenes Erbe' im Sphärenraum hinweist."
Sphere Space Lasting Rings,Sphärenraum Dauerhafte Ringe,"Ein Name, der auf 'Dauerhafte Ringe' im Sphärenraum hinweist."
Sphere Space Lasting Anchorpoint,Sphärenraum Dauerhafter Anchorpoint,"Ein Name, der auf 'Dauerhafter Anchorpoint' im Sphärenraum hinweist."
Sphere Space Yards Standards,Sphärenraum Höfenstandards,"Ein Name, der auf 'Höfenstandards' im Sphärenraum hinweist."
Sphere Space Next Path,Sphärenraum Nächster Weg,"Ein Name, der auf 'Nächster Weg' im Sphärenraum hinweist."
Sphere Space Harmonic Haven,Sphärenraum Harmonischer Hafen,"Ein Name, der auf 'Harmonischer Hafen' im Sphärenraum hinweist."
Sphere Space Courts Program,Sphärenraum Gerichte Programm,"Ein Name, der auf 'Gerichte Programm' im Sphärenraum hinweist."
Sphere Space Global Ring,Sphärenraum Globaler Ring,"Ein Name, der auf 'Globaler Ring' im Sphärenraum hinweist."
Sphere Space Earth Clinics,Sphärenraum Erdkliniken,"Ein Name, der auf 'Erdkliniken' im Sphärenraum hinweist."
Sphere Space Common Councils,Sphärenraum Gemeinsame Räte,"Ein Name, der auf 'Gemeinsame Räte' im Sphärenraum hinweist."
Sphere Space Prime Institute,Sphärenraum Prime Institute,"Ein Name, der auf 'Prime Institute' im Sphärenraum hinweist."
Sphere Space Calm Protocols,Sphärenraum Ruhige Protokolle,"Ein Name, der auf 'Ruhige Protokolle' im Sphärenraum hinweist."
Sphere Space True Voyages,Sphärenraum Wahre Reisen,"Ein Name, der auf 'Wahre Reisen' im Sphärenraum hinweist."
Sphere Space Bright Workshops,Sphärenraum Helle Workshops,"Ein Name, der auf 'Helle Workshops' im Sphärenraum hinweist."
Sphere Space Harmonic Port,Sphärenraum Harmonischer Port,"Ein Name, der auf 'Harmonischer Port' im Sphärenraum hinweist."
Sphere Space Green Labs,Sphärenraum Grüne Labors,"Ein Name, der auf 'Grüne Labors' im Sphärenraum hinweist."
Sphere Space Human Atrium,Sphärenraum Menschliches Atrium,"Ein Name, der auf 'Menschliches Atrium' im Sphärenraum hinweist."
Sphere Space Free Continuum,Sphärenraum Freies Kontinuum,"Ein Name, der auf 'Freies Kontinuum' im Sphärenraum hinweist."
Sphere Space Enduring Avenue,Sphärenraum Dauerhafte Avenue,"Ein Name, der auf 'Dauerhafte Avenue' im Sphärenraum hinweist."
Sphere Space Eternal Depots,Sphärenraum Ewige Depots,"Ein Name, der auf 'Ewige Depots' im Sphärenraum hinweist."
Sphere Space Harbor,Sphärenraum Hafen,"Ein Name, der auf 'Hafen' im Sphärenraum hinweist."
Sphere Space Harmonic Park,Sphärenraum Harmonischer Park,"Ein Name, der auf 'Harmonischer Park' im Sphärenraum hinweist."
Sphere Space Resilient Endowment,Sphärenraum Widerstandsfähige Stiftung,"Ein Name, der auf 'Widerstandsfähige Stiftung' im Sphärenraum hinweist."
Sphere Space Common Observatory,Sphärenraum Gemeinsames Observatorium,"Ein Name, der auf 'Gemeinsames Observatorium' im Sphärenraum hinweist."
Sphere Space Humane Horizon,Sphärenraum Humaner Horizont,"Ein Name, der auf 'Humaner Horizont' im Sphärenraum hinweist."
Sphere Space Code,Sphärenraum Code,"Ein Name, der auf 'Code' im Sphärenraum hinweist."
Sphere Space Deep Ways,Sphärenraum Tiefe Wege,"Ein Name, der auf 'Tiefe Wege' im Sphärenraum hinweist."
Sphere Space Frontier Harbors,Sphärenraum Frontier Häfen,"Ein Name, der auf 'Frontier Häfen' im Sphärenraum hinweist."
Sphere Space Future Frontier,Sphärenraum Zukünftige Grenze,"Ein Name, der auf 'Zukünftige Grenze' im Sphärenraum hinweist."
Sphere Space Earthborn Civics,Sphärenraum Earthborn Civics,"Ein Name, der auf 'Earthborn Civics' im Sphärenraum hinweist."
Sphere Space Steady Venture,Sphärenraum Stetiges Unterfangen,"Ein Name, der auf 'Stetiges Unterfangen' im Sphärenraum hinweist."
Sphere Space Humane Foundations,Sphärenraum Humane Fundamente,"Ein Name, der auf 'Humane Fundamente' im Sphärenraum hinweist."
Sphere Space Summit Foundation,Sphärenraum Summit Foundation,"Ein Name, der auf 'Summit Foundation' im Sphärenraum hinweist."
Sphere Space Terran Horizons,Sphärenraum Terraner Horizonte,"Ein Name, der auf 'Terraner Horizonte' im Sphärenraum hinweist."
Sphere Space Living Observatory,Sphärenraum Lebendes Observatorium,"Ein Name, der auf 'Lebendes Observatorium' im Sphärenraum hinweist."
Sphere Space New Planets,Sphärenraum Neue Planeten,"Ein Name, der auf 'Neue Planeten' im Sphärenraum hinweist."
Sphere Space Theaters Alliance,Sphärenraum Theater Allianz,"Ein Name, der auf 'Theater Allianz' im Sphärenraum hinweist."
Sphere Space Calm Factories,Sphärenraum Ruhige Fabriken,"Ein Name, der auf 'Ruhige Fabriken' im Sphärenraum hinweist."
Sphere Space Gateway Foundation,Sphärenraum Gateway Foundation,"Ein Name, der auf 'Gateway Foundation' im Sphärenraum hinweist."
Sphere Space Humane Garden,Sphärenraum Humaner Garten,"Ein Name, der auf 'Humaner Garten' im Sphärenraum hinweist."
Sphere Space Golden Seafronts,Sphärenraum Goldene Küsten,"Ein Name, der auf 'Goldene Küsten' im Sphärenraum hinweist."
Sphere Space Eternal Ports,Sphärenraum Ewige Ports,"Ein Name, der auf 'Ewige Ports' im Sphärenraum hinweist."
Sphere Space Revival Foundation,Sphärenraum Revival Foundation,"Ein Name, der auf 'Revival Foundation' im Sphärenraum hinweist."
Sphere Space Habitat Foundation,Sphärenraum Habitat Foundation,"Ein Name, der auf 'Habitat Foundation' im Sphärenraum hinweist."
Sphere Space Resilient Manifests,Sphärenraum Resilient Manifests,"Ein Name, der auf 'Resilient Manifests' im Sphärenraum hinweist."
Sphere Space Frontier Cities,Sphärenraum Grenzstädte,"Ein Name, der auf 'Grenzstädte' im Sphärenraum hinweist."
Sphere Space Humane Observatory,Sphärenraum Humanes Observatorium,"Ein Name, der auf 'Humanes Observatorium' im Sphärenraum hinweist."
Sphere Space Earth Harbours,Sphärenraum Erde Häfen,"Ein Name, der auf 'Erde Häfen' im Sphärenraum hinweist."
Sphere Space Institutes Initiative,Sphärenraum Institute Initiative,"Ein Name, der auf 'Institute Initiative' im Sphärenraum hinweist."
Sphere Space Common Archives,Sphärenraum Gemeinsame Archive,"Ein Name, der auf 'Gemeinsame Archive' im Sphärenraum hinweist."
Sphere Space Earth Factories,Sphärenraum Erdfabriken,"Ein Name, der auf 'Erdfabriken' im Sphärenraum hinweist."
Sphere Space Balanced Playbooks,Sphärenraum Ausgeglichene Spielbücher,"Ein Name, der auf 'Ausgeglichene Spielbücher' im Sphärenraum hinweist."
Sphere Space Frontier Renewal,Sphärenraum Frontier -Erneuerung,"Ein Name, der auf 'Frontier -Erneuerung' im Sphärenraum hinweist."
Sphere Space Common Hall,Sphärenraum Gemeinschaftshalle,"Ein Name, der auf 'Gemeinschaftshalle' im Sphärenraum hinweist."
Sphere Space Common Starlight,Sphärenraum Gemeinsames Sternenlicht,"Ein Name, der auf 'Gemeinsames Sternenlicht' im Sphärenraum hinweist."
Sphere Space Frontier Rebirth,Sphärenraum Frontier -Wiedergeburt,"Ein Name, der auf 'Frontier -Wiedergeburt' im Sphärenraum hinweist."
Sphere Space Enduring Museum,Sphärenraum Dauerhaftes Museum,"Ein Name, der auf 'Dauerhaftes Museum' im Sphärenraum hinweist."
Sphere Space Enduring Odyssey,Sphärenraum Dauere Odyssee,"Ein Name, der auf 'Dauere Odyssee' im Sphärenraum hinweist."
Sphere Space Future Promenade,Sphärenraum Zukünftige Promenade,"Ein Name, der auf 'Zukünftige Promenade' im Sphärenraum hinweist."
Sphere Space Balanced Town,Sphärenraum Ausgeglichene Stadt,"Ein Name, der auf 'Ausgeglichene Stadt' im Sphärenraum hinweist."
Sphere Space Earth Odysseys,Sphärenraum Erde Odysseys,"Ein Name, der auf 'Erde Odysseys' im Sphärenraum hinweist."
Sphere Space Human Protocols,Sphärenraum Menschliche Protokolle,"Ein Name, der auf 'Menschliche Protokolle' im Sphärenraum hinweist."
Sphere Space Enduring Crest,Sphärenraum Dauerhaftes Wappen,"Ein Name, der auf 'Dauerhaftes Wappen' im Sphärenraum hinweist."
Sphere Space Earth Node,Sphärenraum Erdknoten,"Ein Name, der auf 'Erdknoten' im Sphärenraum hinweist."
Sphere Space Human Quays,Sphärenraum Menschliche Quays,"Ein Name, der auf 'Menschliche Quays' im Sphärenraum hinweist."
Sphere Space Golden Ports,Sphärenraum Goldene Häfen,"Ein Name, der auf 'Goldene Häfen' im Sphärenraum hinweist."
Sphere Space Lighthouse,Sphärenraum Leuchtturm,"Ein Name, der auf 'Leuchtturm' im Sphärenraum hinweist."
Sphere Space Earth Shelter,Sphärenraum Erdenschutz,"Ein Name, der auf 'Erdenschutz' im Sphärenraum hinweist."
Sphere Space Manifests Initiative,Sphärenraum Manifestiert Initiative,"Ein Name, der auf 'Manifestiert Initiative' im Sphärenraum hinweist."
Sphere Space Orbital Habitat,Sphärenraum Orbitallebensraum,"Ein Name, der auf 'Orbitallebensraum' im Sphärenraum hinweist."
Sphere Space Terran Campus,Sphärenraum Terraner Campus,"Ein Name, der auf 'Terraner Campus' im Sphärenraum hinweist."
Sphere Space Prime Network,Sphärenraum Hauptnetzwerk,"Ein Name, der auf 'Hauptnetzwerk' im Sphärenraum hinweist."
Sphere Space Quiet Summit,Sphärenraum Ruhiger Gipfel,"Ein Name, der auf 'Ruhiger Gipfel' im Sphärenraum hinweist."
Sphere Space New Corridors,Sphärenraum Neue Korridore,"Ein Name, der auf 'Neue Korridore' im Sphärenraum hinweist."
Sphere Space Silver Markets,Sphärenraum Silbermärkte,"Ein Name, der auf 'Silbermärkte' im Sphärenraum hinweist."
Sphere Space Earthborn Plazas,Sphärenraum Earthborn Plazas,"Ein Name, der auf 'Earthborn Plazas' im Sphärenraum hinweist."
Sphere Space Interorbital Auroras,Sphärenraum Interorbitale Auroras,"Ein Name, der auf 'Interorbitale Auroras' im Sphärenraum hinweist."
Sphere Space Square Foundation,Sphärenraum Square Foundation,"Ein Name, der auf 'Square Foundation' im Sphärenraum hinweist."
Sphere Space Calm Districts,Sphärenraum Ruhige Bezirke,"Ein Name, der auf 'Ruhige Bezirke' im Sphärenraum hinweist."
Sphere Space Interorbital Nodes,Sphärenraum Interorbitale Knoten,"Ein Name, der auf 'Interorbitale Knoten' im Sphärenraum hinweist."
Sphere Space Silver Nodes,Sphärenraum Silberknoten,"Ein Name, der auf 'Silberknoten' im Sphärenraum hinweist."
Sphere Space Field Alliance,Sphärenraum Feldallianz,"Ein Name, der auf 'Feldallianz' im Sphärenraum hinweist."
Sphere Space Open Agoras,Sphärenraum Offen Agoras,"Ein Name, der auf 'Offen Agoras' im Sphärenraum hinweist."
Sphere Space Enduring Bases,Sphärenraum Dauerhafte Stützpunkte,"Ein Name, der auf 'Dauerhafte Stützpunkte' im Sphärenraum hinweist."
Sphere Space Harmonic Lanes,Sphärenraum Harmonische Gassen,"Ein Name, der auf 'Harmonische Gassen' im Sphärenraum hinweist."
Sphere Space Bright Atrium,Sphärenraum Helles Atrium,"Ein Name, der auf 'Helles Atrium' im Sphärenraum hinweist."
Sphere Space Blue Manifests,Sphärenraum Blau manifestiert sich,"Ein Name, der auf 'Blau manifestiert sich' im Sphärenraum hinweist."
Sphere Space Code Commons,Sphärenraum Code Commons,"Ein Name, der auf 'Code Commons' im Sphärenraum hinweist."
Sphere Space Common Hub,Sphärenraum Gemeinsamer Hub,"Ein Name, der auf 'Gemeinsamer Hub' im Sphärenraum hinweist."
Sphere Space Cooperative Standards,Sphärenraum Kooperative Standards,"Ein Name, der auf 'Kooperative Standards' im Sphärenraum hinweist."
Sphere Space Future Gallery,Sphärenraum Zukünftige Galerie,"Ein Name, der auf 'Zukünftige Galerie' im Sphärenraum hinweist."
Sphere Space Pure Paths,Sphärenraum Reine Pfade,"Ein Name, der auf 'Reine Pfade' im Sphärenraum hinweist."
Sphere Space Seafront Trust,Sphärenraum Sefront Trust,"Ein Name, der auf 'Sefront Trust' im Sphärenraum hinweist."
Sphere Space True Gallery,Sphärenraum Wahre Galerie,"Ein Name, der auf 'Wahre Galerie' im Sphärenraum hinweist."
Sphere Space Interorbital Harborline,Sphärenraum Interorbital Harborline,"Ein Name, der auf 'Interorbital Harborline' im Sphärenraum hinweist."
Sphere Space Humane Fellowships,Sphärenraum Humane Stipendien,"Ein Name, der auf 'Humane Stipendien' im Sphärenraum hinweist."
Sphere Space United Sanctum,Sphärenraum United Sanctum,"Ein Name, der auf 'United Sanctum' im Sphärenraum hinweist."
Sphere Space Perennial Harbour,Sphärenraum Mehrjähriger Hafen,"Ein Name, der auf 'Mehrjähriger Hafen' im Sphärenraum hinweist."
Sphere Space Orbital Court,Sphärenraum Orbitalgericht,"Ein Name, der auf 'Orbitalgericht' im Sphärenraum hinweist."
Sphere Space Frontier Quays,Sphärenraum Frontier Quays,"Ein Name, der auf 'Frontier Quays' im Sphärenraum hinweist."
Sphere Space Common Sky,Sphärenraum Gemeinsamer Himmel,"Ein Name, der auf 'Gemeinsamer Himmel' im Sphärenraum hinweist."
Sphere Space Civil Lane,Sphärenraum Zivilspur,"Ein Name, der auf 'Zivilspur' im Sphärenraum hinweist."
Sphere Space Next Libraries,Sphärenraum Nächste Bibliotheken,"Ein Name, der auf 'Nächste Bibliotheken' im Sphärenraum hinweist."
Sphere Space Solar Aurora,Sphärenraum Solar Aurora,"Ein Name, der auf 'Solar Aurora' im Sphärenraum hinweist."
Sphere Space Quiet Opera,Sphärenraum Ruhige Oper,"Ein Name, der auf 'Ruhige Oper' im Sphärenraum hinweist."
Sphere Space Terran Institutes,Sphärenraum Terranische Institute,"Ein Name, der auf 'Terranische Institute' im Sphärenraum hinweist."
Sphere Space New Meshes,Sphärenraum Neue Maschen,"Ein Name, der auf 'Neue Maschen' im Sphärenraum hinweist."
Sphere Space Civic Protocol,Sphärenraum Bürgerprotokoll,"Ein Name, der auf 'Bürgerprotokoll' im Sphärenraum hinweist."
Sphere Space Human Institutes,Sphärenraum Menschliche Institute,"Ein Name, der auf 'Menschliche Institute' im Sphärenraum hinweist."
Sphere Space Stellar Blueprint,Sphärenraum Sterner Blaupause,"Ein Name, der auf 'Sterner Blaupause' im Sphärenraum hinweist."
Sphere Space Open Rebirth,Sphärenraum Offene Wiedergeburt,"Ein Name, der auf 'Offene Wiedergeburt' im Sphärenraum hinweist."
Sphere Space Future Planets,Sphärenraum Zukünftige Planeten,"Ein Name, der auf 'Zukünftige Planeten' im Sphärenraum hinweist."
Sphere Space United Corridors,Sphärenraum Vereinigte Korridore,"Ein Name, der auf 'Vereinigte Korridore' im Sphärenraum hinweist."
Sphere Space Frontier Market,Sphärenraum Grenzmarkt,"Ein Name, der auf 'Grenzmarkt' im Sphärenraum hinweist."
Sphere Space Orbital Council,Sphärenraum Orbitalrat,"Ein Name, der auf 'Orbitalrat' im Sphärenraum hinweist."
Sphere Space Solar Laboratory,Sphärenraum Solarlabor,"Ein Name, der auf 'Solarlabor' im Sphärenraum hinweist."
Sphere Space Green Ledger,Sphärenraum Grüner Hauptbuch,"Ein Name, der auf 'Grüner Hauptbuch' im Sphärenraum hinweist."
Sphere Space Orbital Passage,Sphärenraum Orbitalpassage,"Ein Name, der auf 'Orbitalpassage' im Sphärenraum hinweist."
Sphere Space Grid Initiative,Sphärenraum Gitterinitiative,"Ein Name, der auf 'Gitterinitiative' im Sphärenraum hinweist."
Sphere Space Prime Terraces,Sphärenraum Erstklassige Terrassen,"Ein Name, der auf 'Erstklassige Terrassen' im Sphärenraum hinweist."
Sphere Space Balanced Arch,Sphärenraum Ausgeglichener Bogen,"Ein Name, der auf 'Ausgeglichener Bogen' im Sphärenraum hinweist."
